Judul,Tahun,Abstract
"Sistem Informasi Peramalan Persediaan Barang Guna Mengelola Jumlah Barang Dalam Gudang Menggunakan Metode Exponential Smoothing (Studi Kasus : UD Purnama Jati)
                    ﻿",2017,"UD Purnama Jati merupakan Unit Dagang yang memasarkan produk
olahan oleh-oleh khas kota Jember. Produk yang dipasarkan UD Purnaa Jati tidak
hanya produk olahan milik sendiri namun juga produk olahan milik UD lain
(rekanan). UD Purnama Jati tidak memiliki acuan yang pasti mengenai jumlah
barang yang harus dipesan kepada UD rekanan, sehingga sering kali persediaan
barang dalam gudang mengalami kekosongan atau penumpukan barang. Hal ini
menyebabkan UD Purnama Jati tidak dapat memenuhi kebutuhan konsumen
dengan baik, dan apabila terjadi penumpukan barang akan menambah beban
pekerjaan pegawai karena harus rutin mengecek keadaan barang agar tidak terjadi
hal-hal yang dapat merugikan perusahaan (kadaluarsa, rusak, dll).
 
Pada penelitian ini dibangun sistem informasi peramalan persediaan 
barang guna mengelola jumlah barang dalam gudang menggunakan metode
exponential smoothing, yang membantu perencanaan persediaan barang di UD
Purnama Jati. Penentuan metode yang tepat untuk diterapkan pada peramalan
persediaan barang dilakukan dengan membandingkan nilai MAPE. Sistem ini
telah diuji keakuratannya dengan membandingkan hasil perhitungan sistem
dengan hasil perhitungan manual, keduanya menghasilkan metode dan nilai
perhitungan yang sama. Data set yang digunakan adalah peramalan jumlah barang
pada bulan Mei 2017, dan menghasilkan metode serta nilai perhitungan yang
sesuai dengan pola data selama 12 bulan (Mei 2016 -  April 2017)."
"Evaluasi Situs Resmi Pemerintah Daerah Menggunakan Pendekatan E-Govqual (Studi Kasus : Kabupaten Jember Dan Kabupaten Lumajang)
                    ﻿",2020,Portal Pemerintah Kabupaten Jember Dan Kabupaten Lumajang merupakan media yang digunakan untuk membantu pelayanan dari Pemerintah Kabupaten Jember dan Lumajang kepada masyarakat Jember dan Lumajang. Bidang aplikasi informatika Dinas Komunikasi dan Informasi Kabupaten Jember dan Lumajang ingin mengetahui kualitas layanan yang diberikan sistem yang baru dibangun tersebut bagi pengguna.
"Sistem Prediksi Ketidakdisiplinan Siswa Menggunakan Metode Artificial Neural Network (Studi Kasus : SMK Negeri 1 Pacitan)
                    ﻿",2020,"SMKN 1 Pacitan menerapkan suatu sistem informasi pemberian poin
pelanggaran terhadap para siswanya yang melakukan pelanggaran tata tertib
sekolah untuk memantau tingkat kedisiplinan siswanya. Setiap pelanggaran
memiliki bobot tersendiri. Total pelanggaran akan dikalikan dengan bobot dan
diakumulasi. Hasil dari akumulasi tersebut menjadi dasar untuk pemberian
hukuman terhadap siswa yang memiliki tingkat ketidakdisiplinan tinggi."
"Pengaruh Kualitas Produk, Harga, Dan Promosi Terhadap Keputusan Pembelian Smartphone Android Merek Xioami Pada Mahasiswa Fakultas Ekonomi Dan Bisnis Universitas Jember
                    ﻿",2019,"Penelitian ini bertujuan untuk 1) Mengetahui pengaruh kualitas produk 
terhadap keputusan pembelian smartphone merek xioami. 2) Mengetahui
pengaruh harga terhadap keputusan pembelian smartphone merek xioami. 3)
Mengetahui pengaruh promosi terhadap keputusan pembelian smartphone merek
xioami. Objek pada penelitian ini adalah mahasiswa fakultas ekonomi dan bisnis
universitas jember. 
Seluruh variabel dalam penelitian ini berjumlah 4 variabel, metode analisis
data yang digunakan dalam penelitian ini adalah Explanatory Research. Populasi
dalam penelitian ini adalah pengguna smartphone xiaomi. Metode pengambilan
sampel dalam penelitian ini menggunakan metode purposive sampling dengan
jumlah sampel 119 responden. Metode analisis data yang digunakan adalah
analisis regresi linier berganda. Hipotesis pada penelitian ini adalah kualitas
produk, harga, dan promosi berpengaruh terhadap keputusan pembelian.
Hasil dari penelitian ini menunjukkan bahwa kulitas produk, harga, dan promosi
berpengaruh signifikan terhadap keputusan pembelian smartphone android
xioami."
"Implementasi Metode Naïve Bayes Classifier dan Economyc Order Quantity (EOQ) Pada Fitur Penentuan Kualitas Biji Jagung Dalam Sistem Informasi Manajemen Persediaan Biji Jagung di UD.Sunan
                    ﻿",2020,"Jagung (Zea mays) merupakan tanaman penting di Indonesia, selain sebagai tanaman bahan pangan pokok pengganti beras dalam upaya diversifikasi pangan, jagung juga merupakan pakan ternak. Jenis-jenis jagung yang dikembangkan di Indonesia yaitu jagung hibrida, jagung komposit dan Jagung transgenik. Dari beberapa jenis jagung memiliki pasar yang berbeda daintaranya sebagai bahan konsumtif. Jagung merupakan salah satu tanaman pangan yang memiliki nilai ekonomis serta mempunyai peluang untuk dikembangkan. Permintaan jagung semakin meningkat sejalan dengan beragamnya kegunaan jagung. Salah satu wilayah penghasil jagung di Jawa Timur adalah Kabupaten Jember. Tingginya permintaan jagung harus sejalan dengan pengadaan kualitas biji yang baik seperti yang dilakukan di UD.Sunan."
"Klasifikasi Penyakit Diabetic Retinopathy pada Citra Retina Menggunakan Metode Backpropagation Dan GLCM (Grey Level Co-Accurance Matrix)
                    ﻿",2020,"Diabetic Retinopathy adalah suatu komplikasi dari Diabetes millitus yang ditandai dengan kerusakan dan sumbatan pembuluh-pembuluh darah retina. Gejala awal dari Diabetic Retinopathy adalah pembentukan microaneurysm dan pendarahan intraretinal kerusakan microvaskular menyebabkan nonperfusion pada kapiler retina, adanya bintik-bintik berkantung pada kapiler, kelainan vena, peningkatan jumlah perdarahan, Diabetic Retinopathy dapat terjadi di berbagai kalangan usia, serta penyebab utama gangguan pada pengelihatan manusia. Pernyataan tersebut menekankan mendeteksi sejak dini Diabetic Retinopathy penting untuk meminimalisir angka kebutaan di Indonesia."
"Penerapan Metode Simple Multi Attribute Rating Technique (Smart) Pada Sistem Pendukung Keputusan Pemilihan Game Online Terbaik (Studi Kasus : Google Play Store)
                    ﻿",2020,"Sistem pendukung keputusan pemilihan game online merupakan sebuah
sistem yang berbasis web yang ditujukan kepada pecinta game online guna
memudahkan memilih rekomendasi game online sesuai jenis, kategori, spesifikasi
perangkat telepon yang diinginkan. Sistem yangdibangun dan dikembangkan
adalah sistem yang dapat memberikan pendukung keputusan pemilihan game
online terbaik di layanan google play store dengan menerapkan metode Simple
Multy Attribute Rating Technique (SMART). Secara singkat Metode Simple Multy
Attribute Rating Technique (SMART) adalah metode pengambilan keputusan
banyak kriteria (multy criteria) atau atribut, teknik pengambilan keputusan banyak
kriteria dalam metode SMART mendukung pengambil keputusan untuk memilih
beberapa alternatif. Setiap altenatif memiliki kriteria-kriteria dan setiap kriteria
memiliki nilai-nilai. Nilai dicari rata-ratanya, setiap kriteria memiliki bobot sebagai
penggambaran seberapa penting suatu kriteria dengan kriteria yang lain. Pemberian
bobot dan perangkingan digunakan untuk menilai setiap alternatif supaya
didapatkan prioritas alternatif terbaik. Metode SMART cocok diterapkan dalam
sistem pemilihan game online, karena didalam game online terdapat banyak
alternatif dan atribut/kriteria yang berbeda disetiap gamenya, seperti kategori game,
spesifikasi perangkat untuk dapat memainkanya, grafis, tingkat kesulitan dan
komunitas yang memainkannya. Dari setiap alternatif dapat dihitung dan
dirangking berdasarkan nilai akhir, sehingga didapatkan prioritas game online
terbaik yang kemudian dijadikan pendukung keputusan bagi gamers mengunduh
game tersebut"
"Analisis Faktor-Faktor Yang Mempengaruhi Tingkat Kepuasan Pengguna Ovo Dengan Menggunakan Metode End User Computing Satisfaction (Eucs)
                    ﻿",2020,"OVO merupakan aplikasi pembayaran yang berada dibawah naungan Lippo
Group yang dapat digunakan dengan penggunanya sebagai layanan pembayaran
dan bertransaksi secara online. Pada tahun 2017, ada lebih dari 80 merchant yang
telah bekerjasama dengan OVO, antara lain Matahari Department Store,
Hypermart, MAXX Coffee, Agoda, CineMaxx, dan lain-lain. Dan pada tahun 2018
telah menjangkau 303 kota di seluruh Indonesia.
Penelitian ini bertujuan untuk mengetahui faktor-faktor apa saja yang dapat
mempengaruhi tingkat kepuasan penggunanya dengan menggunakan metode End
User Computing Satisfaction (EUCS). Metode EUCS memliki 5 variabel yaitu,
content (isi), accuracy (keakuratan), format (format), ease of use (kemudahan
pengguna), dan timeliness (keakuratan waktu).
Jumlah sampel pada penellitian ini sebanyak 349 responden yang telah
terdaftar sebagai pengguna aplikasi OVO di seluruh Indonesia. Data anaalisis ini
kemudian diolah dengan menggunakan tools SPPS. Dari pengolahan data yang ada
diketahui bahwa variabel yang berpengaruh positif dan signifikan terhadap
kepuasaan pengguna adalah variabel format dan variabel ease of use. Sedangkan
variabel content, accuracy dan timeliness berpengaruh negative dan signifikan
terhadap pengguna aplikasi OVO."
"Evaluasi Kinerja Divisi It CV Semeru Marketindo Menggunakan It Balanced Scorecard
                    ﻿",2020,"CV Semeru Marketindo merupakan salah satu perusahaan yang bergerak
pada bidang pendistribusian produk dan jasa yang menggandeng para umkm-umkm
di Kabupaten Lumajang yang telah menggunakan pemanfaatan SI/TI dalam
mengembangkan perusahaannya untuk mewujudkan tujuan dari perusahaan yang
telah direncanakan, menurut Herman Royanto, Manajer CV Semeru Marketindo,
pada tahun 2019 SI/TI yang digunakan memiliki beberapa kendala yang akan terus
dibenahi. Manajer CV Semeru Marketindo dalam hal ini perlu melakukan evaluasi
yang menilai kinerja SI/TI yang digunakan apakah sudah sesuai dengan strategi
bisnis, dan strategi IT yang telah direncanakan sebelumnya agar dapat memberikan
pelayanan yang baik kepada pegawai. Penelitian ini melakukan evaluasi kualitatif
penerapan SI/TI dengan menggunakan metode IT Balanced Scorecard melalui empat
perspektifnya yaitu perspektif kontribusi perusahaan, perspektif orientasi pelanggan,
perspektif penyempurnaan operasional, dan perspektif orientasi masa depan dengan
menggunakan analisa bisnis internal melalui analisa SWOT dan analisa CSF
kemudian menghubungkan sebab akibat supaya membantu perusahaan untuk
mengetahui hubungan setiap perspektif melalui peta strategi dan melakukan usulan
perbaikan dengan menggunakan diagram fishbone. Dengan adanya hasil evaluasi dan
usulan perbaikan tersebut diharapkan dapat memberikan saran perbaikan dan
pengembangan yang optimal terhdap pencapaian kinerja SI/TI.
Hasil penelitian menunjukkan bahwa dari empat perspektif IT Balanced
Scorecard yaitu perspektif kontribusi perusahaan, orientasi pengguna,
penyempurnaan operasional dan orientasi masa depan hanya perspektif kontribusi
perusahaan yang telah tercapai, perspektif orientasi pengguna sudah dua faktor kritis
yang tercapai sedangkan untuk faktor kritis kesempatan pelatihan untuk pengguna
yang merata tidak tercapai, perspektif penyempurnaan operasional sudah satu faktor
kritis yang tercapai satu tidak tercapai, dan perspektif orientasi masa depan dua
faktor kritis tercapai dan satu lagi masih tidak tercapai. Hal ini berarti secara keseluruhan kinerja SI/TI pada CV Semeru Marketindo khususnya dalam perspektif
kontribusi perusahaan sudah baik, namun pada perspektif orientasi pengguna,
perspektif penyempurnaan operasional, dan perspektif orientasi masa depan belum
memenuhi keseluruhan nilai dari key performance indicator yang telah ditentukan
pada tiap-tiap faktor kritisnya, untuk itu perlu adanya perbaikan pada faktor kritis
yang tidak tercapai dengan usulan perbaikan menggunakan diagram fishbone"
"Implementasi Metode Simple Multi-Attribute Rating Technique (Smart) Pada Sistem Informasi Monitoring Kondisi Lembaga Pers Mahasiswa (Lpm) (Studi Kasus: Perhimpunan Pers Mahasiswa Indonesia (Ppmi) Kota Jember)
                    ﻿",2020,"Sistem Informasi Monitoring Kondisi Lembaga Pers Mahasiswa (LPM) adalah
sistem berbasis website yang dikembangkan dengan tujuan untuk memudahkan
Perhimpunan Pers Mahasiswa Indonesia (PPMI) Kota Jember dalam mengambil
keputusan tentang LPM mana yang dibantu terlebih dahulu di PPMI Kota Jember.
Sistem ini menggunakan metode SMART untuk mengolah alternatif berdasarkan
kriteria dan subkriteria yang telah ditentukan hingga kemudian menghasilkan
rekomendasi LPM mana saja di dalam PPMI Kota Jember yang menjadi prioritas
untuk dibantu terlebih dahulu. Adapun kriteria-kriteria penilaian yang digunakan
adalah jumlah pengurus yang aktif, jumlah anggota yang aktif, banyaknya kendala
dan kebutuhan bidang Biro Umum, banyaknya kendala dan kebutuhan bidang
Penelitian dan Pengembangan, banyaknya kendala dan kebutuhan bidang Media,
banyaknya kendala dan kebutuhan bidang Advokasi, banyaknya kendala dan
kebutuhan bidang Jaringan Kerja, intensitas diskusi, intensitas pelatihan,
intensitas pertemuan anggota (formal/informal), kelengkapan silabus dan materi,
kurikulum pemagangan anggota baru, jumlah alumni yang aktif membantu,
jumlah jaringan kerja yang terjalin, intensitas penerbitan media cetak, dan
intensitas penerbitan media online."
"Rancang Bangun Sistem Penentu Jabatan Karyawan Berdasarkan Kepribadian Menggunakan Metode Profile Matching (Studi Kasus: Pt. Perkebunan Nusantara XII Kebun Kertowono)
                    ﻿",2020,"PTPN XII Kebun Kertowono merupakan salah satu anak perusahaan dari PTPN
XII yang memproduksi dan mengekspor teh. Salah satu kendala yang dihadapi
perusahaan PTPN XII Kebun Kerowono adalah ketidakmampuan karyawan dalam
memaksimalkan kinerjanya. Hal tersebut dapat terjadi karena proses perekrutan
karyawan yang kurang baik. Penulis menggunakan metode Profile Matching dalam
melakukan analisa kecocokan kriteria jabatan PT. Perkebunan Nusantara XII Kebun
Kertowono dengan kriteria kepribadian manusia.
Penelitian ini dilakukan dalam 3 tahap yaitu, tahap pengumpulan data, tahap
analisis, dan tahap pengembangan sistem. Tahap pengumpulan data dilakukan melalui
wawancara dengan pihak PT. Perkebunan Nusantara XII Kebun Kertowono dan
Psikologi. Tahap analisis dilakukan dengan mencocokkan data kriteria jabatan dengan
kepribadian manusia menggunakan metode Profile Matching. Tahap pengembangan
dilakukan dengan membangun sebuah sistem penentu jabatan karyawan berdasarkan
kepribadian manusia yang berbasis web. Hasil dari penelitian ini adalah kecocokan
kriteria jabatan perusahaan PT. Perkebunan Nusantara XII Kebun Kertowono dengan
kepribadian manusia."
"Sistem Rekomendasi Pemilihan Toko Komputer di Kabupaten Jember Menggunakan Metode Weighted Product (Wp)
                    ﻿",2020,"Sistem rekomendasi pemilihan toko komputer di Kabupaten Jember
menggunakan metode Weighted Product (WP) merupakan sebuah sistem berbasis
web yang bertujuan untuk memudahkan konsumen dalam memilih toko komputer
terbaik sesuai dengan kriteria yang diinginkan. Sasaran sistem ini tentunya para
konsumen-konsumen yang seringkali mengalami kesulitan dalam pemilihan toko
komputer yang cocok dan sesuai dengan keinginan mereka, dengan adanya sistem
ini diharapkan konsumen dengan mudah dapat menentukan toko komputer terbaik
sesuai dengan kriteria yang diinginkan. Hasil perhitungan sistem adalah berupa
perangkingan dari setiap toko komputer dengan nilai kriteria-kriteria yang telah
diinputkan oleh pengguna. Hasil tersebut dihitung menggunakan metode
Weighted Product (WP) dengan mengolah data dari nilai kriteria. Perangkingan
ditampilkan berdasarkan nilai dari hasil perhitungan metode Weighted Product
yang diurutkan berdasarkan dari nilai yang terbesar ke yang terkecil. Sistem
hanya menampilkan hasil perangkingan toko komputer sesuai dengan kriteria dan
nilai yang telah ditentukan sebelumnya. Dari hasil penelitian, Sistem rekomendasi pemilihan toko komputer menggunakan
metode Weighted Product (WP) telah sesuai dengan kriteria user/konsumen. User
memilih nilai bobot dari masing-masing kriteria sesuai dengan pilihan yang ada
pada menu drop down yang telah disediakan dengan angka default yaitu 5, user
dapat mengubah nilai kriteria tersebut sesuai dengan yang diinginkan. Apabila
kriteria harga menurut user itu memiliki nilai kepentingan yang tinggi maka user
dapat mengisi dengan nilai 5, namun jika user tidak mempermasalahkan harga
maka dapat mengisi angka kepentingan tersebut kurang dari 5. Nilai bobot yang
diinputkan oleh user sangat berpengaruh pada hasil rekomendasi toko komputer
nantinya, karena nilai bobot kepentingan tersebuat menjadi acuan dalam
perangkingan toko komputer."
"Sistem Informasi Rekomendasi Penerima Program Indonesia Pintar (PIP) menggunakan Metode Simple Additive Weighting (SAW) dan Borda
                    ﻿",2019,"Program Indonesia Pintar (PIP) merupakan penyempurnaan dari program Bantuan Siswa Miskin (BSM) dalam mendukung siswa dari keluarga miskin untuk memperoleh pendidikan. Bantuan Program Indonesia Pintar (PIP) tidak langsung diberikan begitu saja kepada para pelajar. Terdapat beberapa kriteria yang harus dipenuhi oleh pelajar agar bisa mendapatkan bantuan tersebut. Selain kriteria yang harus dipenuhi, terdapat pula pembatasan kuota bagi calon penerima Program Indonesia Pintar di masing-masing sekolah sehingga diperlukan adanya seleksi."
"Implementasi Simple Multi Attribute Rating Technique Pada  Sistem Pemilihan Kelayakan Lahan Tanam Tembakau  Menggunakan Arduino
                    ﻿",2019,"Lahan adalah suatu lingkungan fisik yang meliputi tanah, iklim, relief, hidrologi dan vegetasi (Hardjowigeno & Widiatmaka, 2007). Salah satu komoditas pada lahan perkebunan yang memiliki peranan penting dalam pembangunan sub sektor perkebunan adalah tanaman tembakau. Sebagai komoditas perkebunan unggulan Indonesia, kualitas dari tanaman tembakau yang dihasilkan harus baik. Salah satu syarat agar tembakau yang dihasilkan berkualitas baik adalah penggunaan lahan yang sesuai. Jika lahan yang digunakan tidak sesuai, maka kemungkinan yang bisa terjadi adalah kerusakan pada tembakau, kualitas dan kuantitas tembakau yang rendah atau bahkan juga bisa gagal panen (Nandadiri, 2014).
Sistem Penunjang Keputusan (SPK) untuk menentukan kelayakan lahan tanam tembakau yang akan dirancang dan dibangun dalam penelitian ini menggunakan metode SMART (Simple Multi Attribute Rating Technique). Sistem nantinya juga terintegrasi dengan Mikrokontroler Arduino yang dilengkapi dengan sensor kelembapan tanah sebagai alat untuk mengambil data dari lahan yang akan diuji kelayakannya. Data yang menjadi kriteria-kriteria untuk menentukan kelayakan lahan tanam tembakau adalah ph tanah, kelembapan tanah, bentuk wilayah, prosentase lahan terkena penyakit, dan ketebalan lapis olah. Dari hasil penelitian ini diketahui bahwa metode SMART dapat digunakan untuk menentukan kelayakan lahan tanam tembakau dengan akurasi sebesar 80%."
"Implementasi Two factor authentication Dan Algoritma Rsa Sebagai Metode Otentikasi Login Pada Si-Abka (Sistem Amal Bakti Kementerian Agama)
                    ﻿",2020,"SI-Abka (Sistem Amal Bakti Kementerian Agama Jember) merupakan sistem yang mengelola data koperasi dari seluruh anggota yang bekerja di bawah instansi Kementerian Agama Jember. Untuk mengamankan data pada sistem SI-Abka dibutuhkan proses otentikasi. Proses otentikasi yang sebelumnya hanya mengandalkan username dan password perlu adanya faktor yang disebut dengan two factor authentication dan menggunakan metode Time based one time password. pemanfaatan TOTP diharapkan dapat menambah tingkat keamanan dari sistem otentikasi di SI-Abka. Hasil output dari TOTP berupa 6 digit angka plaintkes sehingga membutuhkan algoritma enkripsi khusus seperti algoritma RSA. Algoritma RSA memiliki kelebihan yaitu proses enkripsi dan dekripsi menggunakan kunci asimetris yang lebih aman dibandingkan kunci simetris. Untuk mengetahui tingkat keamanan implementasi TOTP dan algoritma RSA maka dilakukan tes keamanan sistem dengan metode brute force dan Man in the midle (MITM).
Percobaan tes keamanan sistem dengan teknik brute force menghasilkan dari satu juta kombinasi. pada percobaan kali ini hanya dapat mengirimkan 44 kombinasi dan Presentase kemungkinan tertebaknya kode OTP dalam percobaan tersebut hanya sebesar 0.044 % . Percobaan dengan teknik man in the middle berhasil mendapatkan data yang dikirim oleh client ke server. Data yang didapat berupa nomor KTA, password, dan kode OTP yang valid. Dari ketiga data tersebut kode OTP berhasil di enkripsi dan tidak dapat dibaca oleh peneliti. Dari percobaan tersebut keamanan data yang dikirim oleh client ke server bisa dikatakan aman."
"Implementasi Fuzzy Mamdani untuk Pemberian Nutrisi Otomatis pada Selada Hidroponik berbasis Internet of Things
                    ﻿",2020,"Pemanfaatan teknologi pada pemberian nutrisi menggunakan merupakan
salah satu cara yang efektif untuk menjadikannya beroperasi secara otomatis dan
mengefesiensi penggunakaan nutrisi pada tanaman hidroponik. Mikrokontroler
dapat mengubah semua yang awalnya dilakukan secara manual dapat dilakukan
secara otomatis dan data yang di hasilkan mikrokontroller dapat di monitoring
melalui web. Salah satu metode yang sering digunakan untuk menghasilkan sebuah
keputusan adalah sistem inferensi fuzzy. Metode Fuzzy Mamdani merupakan jenis
dari sistem inferensi fuzzy. Metode sistem inferensi fuzzy mamdani merupakan
salah satu metode yang banyak digunakan untuk sistem kendali secara otomatis.
Sistem inferensi fuzzy setidaknya membutuhkan minimal dua parameter untuk
dapat melakukan proses inferensi."
"Sistem Penunjang Keputusan Pemilihan Anggota Badan Eksekutif Mahasiswa (BEM) Sekolah Tinggi Alkitab Jember (STA-J) Menggunakan Metode Simple Multi Attributerating Technique (SMART)
                    ﻿",2020,"Badan Eksekutif Mahasiswa (BEM) merupakan lembaga kemahasiswaan yang berfungsi sebagai jembatan penghubung antara mahasiswa dengan fakultas atau perguruan tinggi dan sebagai wadah untuk mahasiswa untuk mengembangkan bakat dan kemampuan. Oleh karena itu, BEM merupakan tulang punggung bagi setiap perguruan tinggi, termasuk bagi Sekolah Tinggi Alkitab Jember (STA-J). Mengingat begitu pentingnya fungsi BEM, maka pemilihan anggota BEM merupakan salah satu hal yang menentukan keberhasilan fungsi BEM tersebut."
"Audit Kapabilitas Tata Kelola Teknologi Informasi Dalam Rangka Memastikan Nilai dan Kepuasaan Pengguna Akhir Layanan TI menggunakan Framework Cobit 5
                    ﻿",2020,"Audit Kapabilitas Tata Kelola Teknologi Informasi dalam Rangka
Memastikan Nilai dan Kepuasan Pengguna Akhir Layanan TI Menggunakan
Framework COBIT 5 (Studi Kasus : Dinas Komunikasi, Informatika, dan
Persandian Kabupaten Banyuwangi), Nadia Dwi Fatmawati, 162410101088; 392
HALAMAN; Fakultas Ilmu Komputer
Dinas Komunikasi, Informatika dan Persandian Kabupaten Banyuwangi
merupakan Organisasi Perangkat Daerah (OPD) yang berperan sebagai penyedia
layanan TI untuk menunjang pelayanan publik setiap OPD di Banyuwangi.
Pentingnya tata kelola yang baik merupakan langkah untuk mewujudkan layanan
TI yang juga baik. Sebagai upaya untuk memastikan kinerja TI telah mendukung
proses bisnis dan sesuai dengan tujuan instansi maka perlu dilakukan evaluasi tata
kelola TI. Proses evaluasi TI pada penelitian ini menggunakan framework COBIT
5 dengan stakeholder needs kesatu yaitu “How do I get value from the use of IT?
Are end users satisfied with the quality of the IT service”. Hasil yang didapat dari
evaluasi tata kelola TI ini berupa capability level dari pencapaian setiap proses yang
selanjutnya akan dianalisa gapnya dengan level harapan yang ingin dicapai dan
menghasilkan rekomendasi perbaikan tata Kelola TI untuk Diskominfo Kabupaten
Banyuwangi.
Tahapan awal yang dilakukan yaitu wawancara dengan stakeholder yaitu
pihak Diskominfo Kabupaten Banyuwangi untuk menggali kebutuhan dan tujuan
yang ingin dicapai. Proses selanjutnya yaitu menentukan tujuan audit dengan
melakukan tahapan cascade stakeholder needs yang terdiri dari empat tahapan yaitu
menentukan stakeholder needs yang sesuai dengan kebutuhan objek penelitian,
menentukan enterprise goals, menentukan IT-related goals, dan menentukan
enabler goals/process. Hasil cascade stakeholder needs kesatu “How do I get value
from the use of IT? Are end users satisfied with the quality of the IT service” yaitu
tujuh enterprise goals, tiga belas IT-related goals dan 37 enabler goals/process.
Proses-proses yang telah diturunkan dari tahapan cascade stakeholder needs
diperbolehkan untuk tidak digunakan sepenuhnya dikarenakan organisasi tidak
menerapkan proses tersebut. Peneliti melakukan wawancara dengan menjelaskan 
37 proses yang direkomendasikan dan memastikan proses apa saja yang diterapkan
di Diskominfo Kabupaten Banyuwangi. Hasilnya sebanyak sembilan belas proses
diterapkan, tujuh belas proses tidak diterapkan, dan satu proses tidak berkenan
untuk dilakukan audit di Diskominfo Kabupaten Banyuwangi. Proses selanjutnya
adalah menyusun instrument audit lalu melakukan asesmen dan pengumpulan bukti
yang dilakukan di Diskominfo Kabupaten Banyuwangi pada 31 Desember 2019
sampai 6 Februari 2020. Hasil asesmen akan dihitung dan menghasilkan capability
level yang selanjutnya akan dianalisa gapnya dengan level harapan untuk dijadikan
dasar penyusunan rekomendasi.
Berdasarkan hasil evaluasi tata Kelola TI dengan menggunakan COBIT 5,
level kapabilitas dari ke sembilan belas proses yang dilakukan asesmen yaitu lima
proses mendapatkan level 0(incomplete process), sebelas proses mendapatkan level
1(performed process), dan tiga proses mendapatkan level 2(managed process)
dengan keseluruhan level harapannya adalah level 5(optimizing process)."
